route,stop_distance_km,day_of_week,time_of_day,traffic_condition,weather,special_event,temperature_celsius,delay_minutes,arrival_status
Grove Village Route,6.85,Thursday,21.6,Low,Clear,None,36.7,4.4,On-Time
Al Hamra Link,7.53,Friday,11.3,Medium,Cloudy,None,40.6,8.1,Late
RAK City Express,8.63,Wednesday,18.4,High,Cloudy,None,29.5,16.5,Late
RAK City Express,14.76,Friday,20.7,Low,Clear,None,40.8,4.6,On-Time
Grove Village Route,5.7,Tuesday,14.8,Low,Dusty,None,36.2,8.9,Late
Al Hamra Link,4.58,Tuesday,8.5,High,Dusty,Career Fair,37.1,32.1,Late
Al Hamra Link,5.99,Tuesday,17.2,High,Clear,None,25.2,12.6,Late
Grove Village Route,4.25,Tuesday,7.9,Medium,Dusty,None,41.7,12.5,Late
Grove Village Route,5.67,Wednesday,16.6,Medium,Clear,None,27.5,6.6,Late
Al Hamra Link,6.51,Thursday,16.7,Medium,Clear,None,38.8,7.9,Late
Grove Village Route,3.66,Saturday,17.6,High,Clear,None,41.8,14.6,Late
Grove Village Route,6.08,Friday,12.4,High,Cloudy,None,26.4,15.4,Late
Campus Loop,3.6,Thursday,14.7,Medium,Clear,None,26.0,3.5,On-Time
Al Hamra Link,5.42,Thursday,18.1,Medium,Foggy,None,31.4,17.9,Late
RAK City Express,5.79,Friday,11.5,Medium,Clear,None,30.1,7.5,Late
RAK City Express,8.07,Sunday,16.1,Medium,Cloudy,None,37.2,7.3,Late
Grove Village Route,4.94,Friday,18.5,High,Cloudy,None,36.3,14.8,Late
Grove Village Route,5.63,Tuesday,11.4,Low,Cloudy,None,38.7,4.9,On-Time
RAK City Express,5.84,Monday,19.7,Low,Clear,University Exam,29.8,8.6,Late
RAK City Express,5.03,Wednesday,7.9,Medium,Cloudy,Sports Match,28.1,10.2,Late
Al Hamra Link,5.32,Wednesday,9.7,High,Dusty,None,36.0,19.6,Late
RAK City Express,9.69,Sunday,15.3,Medium,Dusty,None,24.1,10.1,Late
RAK City Express,9.14,Sunday,20.3,Low,Cloudy,None,30.2,5.8,Late
Grove Village Route,6.28,Saturday,8.6,Medium,Cloudy,None,31.2,8.3,Late
RAK City Express,10.85,Friday,15.5,Medium,Clear,None,26.6,9.7,Late
Al Hamra Link,9.93,Monday,19.3,Medium,Clear,University Exam,38.8,16.1,Late
RAK City Express,7.41,Saturday,19.3,Low,Rainy,None,27.4,9.7,Late
Campus Loop,3.22,Saturday,16.1,Medium,Clear,None,36.8,8.6,Late
Campus Loop,2.16,Friday,17.3,High,Dusty,None,33.8,23.4,Late
Campus Loop,1.58,Wednesday,9.8,High,Clear,None,31.3,17.3,Late
Campus Loop,2.19,Sunday,8.7,High,Rainy,None,36.8,25.6,Late
Campus Loop,1.2,Sunday,17.4,High,Cloudy,None,40.1,10.1,Late
RAK City Express,9.24,Tuesday,11.3,Medium,Clear,None,37.6,6.9,Late
RAK City Express,6.53,Friday,9.5,High,Clear,None,26.1,13.8,Late
RAK City Express,7.9,Wednesday,11.0,Medium,Dusty,None,28.5,11.4,Late
Campus Loop,0.81,Saturday,21.7,Low,Clear,None,34.6,2.7,On-Time
RAK City Express,13.4,Wednesday,21.1,Low,Clear,None,32.2,4.3,On-Time
Campus Loop,3.4,Saturday,20.6,Low,Clear,None,36.3,1.2,On-Time
Grove Village Route,2.73,Sunday,21.7,Low,Clear,None,32.3,0.8,On-Time
Grove Village Route,3.42,Thursday,16.5,Medium,Rainy,None,25.3,14.8,Late
Al Hamra Link,8.22,Friday,19.5,Low,Foggy,None,38.1,15.0,Late
Grove Village Route,2.19,Monday,21.0,Low,Foggy,None,39.0,15.4,Late
Al Hamra Link,7.49,Saturday,9.3,High,Foggy,Open Day,24.4,37.3,Late
Al Hamra Link,6.41,Monday,16.9,Medium,Clear,None,39.5,9.0,Late
RAK City Express,12.44,Thursday,14.9,Medium,Clear,None,36.5,6.6,Late
Campus Loop,2.64,Wednesday,18.6,Medium,Cloudy,None,36.9,8.3,Late
Campus Loop,1.27,Sunday,21.8,Low,Clear,None,30.2,1.9,On-Time
Al Hamra Link,7.08,Monday,10.9,Medium,Clear,None,26.2,3.7,On-Time
Campus Loop,1.61,Friday,18.5,High,Clear,None,40.7,14.4,Late
RAK City Express,9.01,Sunday,21.8,Medium,Clear,None,31.0,6.0,Late
Campus Loop,1.84,Saturday,7.4,Low,Clear,None,32.8,3.5,On-Time
Grove Village Route,4.33,Sunday,18.6,High,Clear,Career Fair,32.9,22.4,Late
RAK City Express,12.52,Sunday,7.0,Medium,Clear,None,26.7,9.1,Late
Campus Loop,2.42,Sunday,13.1,Low,Clear,None,35.6,1.9,On-Time
Campus Loop,0.5,Wednesday,16.2,Medium,Dusty,Sports Match,25.1,18.1,Late
RAK City Express,8.35,Thursday,16.6,Medium,Clear,None,28.1,4.7,On-Time
Campus Loop,3.45,Sunday,7.6,Low,Dusty,None,27.4,6.3,Late
Campus Loop,1.87,Friday,19.7,Low,Cloudy,None,24.5,3.2,On-Time
RAK City Express,10.1,Sunday,13.9,Medium,Clear,None,40.9,7.3,Late
Al Hamra Link,4.05,Tuesday,7.3,Medium,Dusty,None,31.5,7.6,Late
Al Hamra Link,4.58,Sunday,10.6,Low,Clear,Open Day,34.5,8.4,Late
Grove Village Route,6.3,Sunday,9.1,High,Clear,None,25.4,16.6,Late
RAK City Express,7.13,Wednesday,21.6,Low,Clear,None,25.6,2.0,On-Time
Grove Village Route,2.64,Saturday,13.7,Medium,Cloudy,None,41.8,7.4,Late
RAK City Express,6.69,Thursday,21.0,Low,Cloudy,Career Fair,38.4,12.9,Late
Campus Loop,1.21,Saturday,16.8,Medium,Cloudy,University Exam,35.3,16.8,Late
Campus Loop,2.53,Friday,15.9,Low,Dusty,None,27.7,7.6,Late
Grove Village Route,3.35,Thursday,17.5,High,Clear,University Exam,34.5,18.1,Late
Grove Village Route,6.75,Wednesday,7.6,Low,Clear,Career Fair,24.5,13.7,Late
Grove Village Route,3.27,Thursday,10.8,Low,Clear,None,36.8,4.7,On-Time
Campus Loop,1.08,Wednesday,16.6,Medium,Clear,None,30.1,6.3,Late
Grove Village Route,4.59,Thursday,21.4,Low,Cloudy,None,27.4,1.5,On-Time
Al Hamra Link,6.92,Saturday,14.3,Medium,Clear,None,30.7,5.1,Late
Campus Loop,0.94,Friday,17.1,High,Clear,University Exam,40.2,20.5,Late
RAK City Express,12.8,Sunday,14.1,Low,Cloudy,None,29.6,6.9,Late
RAK City Express,13.46,Thursday,20.5,Low,Clear,None,35.1,3.4,On-Time
RAK City Express,12.7,Tuesday,19.4,Low,Clear,None,27.3,4.4,On-Time
Campus Loop,1.36,Saturday,9.3,High,Dusty,None,39.1,22.1,Late
Al Hamra Link,9.63,Thursday,12.0,Medium,Clear,Career Fair,27.7,14.4,Late
Al Hamra Link,7.97,Monday,17.2,High,Clear,None,37.7,19.0,Late
Al Hamra Link,7.87,Sunday,17.5,High,Cloudy,None,24.3,14.4,Late
Al Hamra Link,6.93,Saturday,20.0,Low,Cloudy,None,38.5,3.5,On-Time
RAK City Express,6.22,Thursday,16.1,Medium,Dusty,None,40.7,6.9,Late
RAK City Express,5.67,Thursday,17.5,High,Clear,None,40.3,19.8,Late
Grove Village Route,4.01,Monday,16.4,Medium,Clear,None,35.6,5.4,Late
Grove Village Route,4.59,Friday,15.7,Medium,Foggy,University Exam,28.8,22.5,Late
Grove Village Route,4.18,Tuesday,11.7,Low,Clear,None,24.7,2.5,On-Time
RAK City Express,11.62,Tuesday,10.9,Low,Dusty,None,30.1,13.2,Late
RAK City Express,5.38,Thursday,11.6,Low,Clear,None,37.0,3.8,On-Time
RAK City Express,12.79,Thursday,19.3,Medium,Clear,University Exam,25.5,15.5,Late
Grove Village Route,2.19,Tuesday,16.8,Medium,Clear,None,29.0,7.4,Late
Grove Village Route,6.93,Friday,8.8,Medium,Clear,None,35.1,7.0,Late
Campus Loop,2.65,Saturday,10.5,Medium,Clear,None,24.3,7.9,Late
Al Hamra Link,4.17,Saturday,15.1,Medium,Clear,University Exam,37.5,12.2,Late
Al Hamra Link,7.66,Tuesday,21.6,Medium,Cloudy,None,28.0,6.3,Late
Al Hamra Link,9.85,Thursday,16.9,Low,Foggy,None,26.8,12.5,Late
Al Hamra Link,6.52,Friday,11.2,Medium,Cloudy,None,39.4,6.4,Late
Campus Loop,1.76,Saturday,11.9,Medium,Dusty,None,24.2,8.0,Late
Al Hamra Link,6.88,Friday,19.5,Medium,Clear,None,41.0,10.2,Late
RAK City Express,14.23,Wednesday,16.3,Medium,Clear,None,30.5,6.3,Late
RAK City Express,6.02,Wednesday,19.1,Medium,Clear,None,38.2,6.1,Late
Campus Loop,3.65,Wednesday,8.2,High,Clear,None,35.6,17.1,Late
RAK City Express,12.94,Sunday,16.7,Medium,Clear,None,33.9,5.9,Late
Grove Village Route,2.9,Friday,9.1,High,Clear,None,34.7,19.8,Late
Grove Village Route,3.29,Tuesday,21.8,Low,Cloudy,None,33.0,1.7,On-Time
Al Hamra Link,5.5,Wednesday,8.0,Medium,Clear,None,31.5,8.5,Late
Grove Village Route,5.24,Tuesday,10.9,Medium,Dusty,None,31.7,14.2,Late
RAK City Express,5.82,Tuesday,18.5,High,Cloudy,None,26.7,12.0,Late
RAK City Express,11.58,Saturday,7.4,Low,Cloudy,None,29.0,3.8,On-Time
RAK City Express,13.85,Sunday,10.3,Low,Cloudy,None,35.5,7.2,Late
Al Hamra Link,9.67,Tuesday,15.8,Low,Cloudy,None,35.3,3.9,On-Time
RAK City Express,6.31,Wednesday,20.9,Low,Clear,None,31.7,3.7,On-Time
RAK City Express,6.43,Sunday,20.9,Low,Dusty,None,25.5,10.2,Late
RAK City Express,13.35,Saturday,11.8,Medium,Clear,None,29.4,7.6,Late
Campus Loop,3.88,Monday,17.3,High,Clear,Career Fair,34.0,17.3,Late
Grove Village Route,2.86,Sunday,12.7,High,Clear,None,31.1,11.3,Late
RAK City Express,13.49,Friday,10.4,Medium,Clear,None,40.6,8.7,Late
RAK City Express,14.06,Wednesday,7.4,Medium,Clear,University Exam,24.5,12.8,Late
Campus Loop,3.38,Wednesday,12.5,Medium,Clear,None,42.0,4.9,On-Time
Al Hamra Link,4.96,Friday,11.9,Low,Clear,None,34.7,1.7,On-Time
Grove Village Route,2.59,Wednesday,11.1,Medium,Cloudy,None,26.9,7.4,Late
Campus Loop,0.55,Sunday,10.5,Medium,Clear,None,32.9,5.4,Late
Grove Village Route,6.91,Monday,18.3,High,Cloudy,None,38.0,11.1,Late
RAK City Express,10.5,Tuesday,7.7,Medium,Clear,None,34.7,9.5,Late
Grove Village Route,6.47,Tuesday,9.5,High,Cloudy,None,35.4,12.5,Late
Al Hamra Link,8.89,Monday,14.4,Low,Clear,None,35.0,6.0,Late
Campus Loop,0.55,Monday,18.3,High,Clear,None,33.4,16.6,Late
Al Hamra Link,5.74,Thursday,21.7,Low,Clear,None,39.0,4.4,On-Time
Al Hamra Link,6.94,Monday,12.3,High,Clear,None,37.1,9.9,Late
Campus Loop,2.27,Thursday,7.9,Low,Clear,None,32.6,4.3,On-Time
Al Hamra Link,9.2,Wednesday,15.3,Medium,Dusty,None,40.7,13.4,Late
Campus Loop,1.46,Saturday,9.3,High,Clear,None,36.5,10.3,Late
RAK City Express,9.37,Monday,11.2,Medium,Clear,None,32.2,6.6,Late
Grove Village Route,2.6,Tuesday,14.7,Low,Clear,None,26.5,2.2,On-Time
Al Hamra Link,6.77,Thursday,8.8,High,Foggy,None,24.2,24.9,Late
Campus Loop,1.6,Friday,8.2,High,Cloudy,None,39.6,10.2,Late
RAK City Express,6.32,Friday,7.2,Medium,Clear,None,28.4,4.8,On-Time
Grove Village Route,6.68,Wednesday,21.5,Medium,Clear,None,25.0,7.0,Late
Grove Village Route,5.93,Thursday,14.5,Medium,Cloudy,None,28.5,5.1,Late
Al Hamra Link,4.11,Monday,8.4,High,Dusty,None,28.1,21.3,Late
Grove Village Route,3.45,Friday,20.3,Low,Dusty,None,24.3,4.0,On-Time
Campus Loop,0.82,Saturday,11.7,Low,Cloudy,Open Day,31.3,7.2,Late
Grove Village Route,2.24,Thursday,17.7,High,Dusty,Open Day,29.2,21.6,Late
Al Hamra Link,6.79,Saturday,12.0,Low,Clear,None,24.3,3.5,On-Time
Grove Village Route,6.54,Saturday,14.0,Low,Clear,None,26.4,3.7,On-Time
Al Hamra Link,9.89,Thursday,21.7,Low,Cloudy,None,34.7,4.2,On-Time
Campus Loop,2.06,Tuesday,16.6,Low,Cloudy,None,38.9,2.0,On-Time
Grove Village Route,6.08,Saturday,14.2,Medium,Rainy,None,35.0,11.8,Late
RAK City Express,12.55,Friday,13.9,Medium,Foggy,None,24.0,17.4,Late
Grove Village Route,3.44,Saturday,9.7,Medium,Clear,None,27.5,6.3,Late
Grove Village Route,4.8,Friday,17.9,High,Dusty,None,30.2,15.0,Late
Al Hamra Link,9.12,Sunday,9.4,High,Cloudy,Career Fair,31.0,29.3,Late
Grove Village Route,2.0,Monday,13.3,High,Clear,None,26.6,10.7,Late
Al Hamra Link,4.71,Sunday,20.2,Medium,Clear,None,36.0,2.6,On-Time
RAK City Express,13.54,Friday,21.1,Medium,Clear,None,40.3,6.8,Late
Grove Village Route,2.56,Friday,19.1,Low,Clear,None,27.2,1.7,On-Time
RAK City Express,5.03,Sunday,11.6,Low,Clear,None,29.5,2.8,On-Time
RAK City Express,6.78,Monday,19.8,Low,Clear,None,41.7,5.1,Late
Grove Village Route,3.11,Sunday,9.4,High,Clear,None,31.8,15.4,Late
RAK City Express,12.32,Monday,15.7,Low,Clear,None,26.6,5.6,Late
Al Hamra Link,8.48,Sunday,12.0,Medium,Clear,None,26.8,7.6,Late
Campus Loop,1.9,Monday,21.2,Medium,Cloudy,None,32.8,7.3,Late
Campus Loop,1.23,Saturday,17.0,High,Clear,University Exam,39.8,20.8,Late
Grove Village Route,3.04,Thursday,12.7,High,Cloudy,University Exam,24.0,17.8,Late
Grove Village Route,6.28,Sunday,13.3,High,Rainy,None,24.9,24.0,Late
Al Hamra Link,9.68,Wednesday,19.6,Medium,Clear,None,34.8,8.4,Late
RAK City Express,7.02,Sunday,14.3,Low,Clear,Career Fair,25.7,15.4,Late
Grove Village Route,5.51,Saturday,15.5,Medium,Clear,None,27.4,7.1,Late
Grove Village Route,6.37,Wednesday,10.6,Medium,Clear,None,32.8,8.2,Late
RAK City Express,6.7,Monday,16.3,Medium,Clear,None,24.7,4.4,On-Time
RAK City Express,5.83,Sunday,21.4,Low,Clear,None,25.3,4.0,On-Time
Al Hamra Link,7.19,Tuesday,19.9,Medium,Clear,None,35.6,6.5,Late
Al Hamra Link,4.35,Sunday,9.7,High,Clear,Open Day,37.0,18.1,Late
Campus Loop,3.24,Monday,16.9,Medium,Clear,None,38.7,3.4,On-Time
RAK City Express,6.59,Saturday,7.2,Medium,Dusty,University Exam,41.0,17.3,Late
Campus Loop,3.6,Wednesday,19.9,Low,Clear,None,40.5,4.8,On-Time
Grove Village Route,5.13,Wednesday,19.5,Low,Clear,University Exam,32.1,9.6,Late
Grove Village Route,6.96,Thursday,18.0,High,Clear,Career Fair,27.1,21.3,Late
Campus Loop,2.71,Sunday,14.2,Medium,Clear,None,37.6,2.4,On-Time
Al Hamra Link,6.3,Saturday,7.1,Low,Clear,None,35.1,4.0,On-Time
Campus Loop,2.81,Tuesday,10.0,Medium,Clear,None,25.5,7.1,Late
RAK City Express,7.9,Monday,18.7,High,Cloudy,University Exam,30.8,26.4,Late
RAK City Express,13.19,Tuesday,8.5,High,Clear,None,24.3,21.0,Late
Grove Village Route,4.39,Monday,9.8,High,Cloudy,None,36.7,17.0,Late
RAK City Express,12.82,Friday,8.0,High,Rainy,None,28.4,20.8,Late
Campus Loop,2.72,Tuesday,18.8,High,Cloudy,None,31.9,15.9,Late
Grove Village Route,3.64,Friday,17.8,High,Clear,Career Fair,26.0,21.1,Late
RAK City Express,12.47,Friday,11.0,Low,Clear,None,31.7,4.8,On-Time
Al Hamra Link,7.43,Monday,21.2,Low,Clear,None,25.2,3.6,On-Time
Campus Loop,1.69,Monday,8.7,High,Rainy,None,41.1,24.8,Late
RAK City Express,6.01,Sunday,12.9,Medium,Clear,None,41.6,6.4,Late
Grove Village Route,5.27,Friday,16.5,Medium,Clear,None,31.8,6.8,Late
RAK City Express,9.79,Thursday,7.3,Medium,Cloudy,None,39.8,8.6,Late
Grove Village Route,2.78,Saturday,11.3,Low,Cloudy,None,28.2,2.0,On-Time
Campus Loop,3.45,Monday,7.6,Medium,Foggy,None,24.8,15.6,Late
Grove Village Route,5.16,Thursday,10.4,Medium,Cloudy,None,41.5,2.8,On-Time
Grove Village Route,6.14,Tuesday,15.7,Low,Cloudy,None,39.2,2.9,On-Time
Grove Village Route,2.6,Friday,14.7,Medium,Cloudy,None,40.5,4.2,On-Time
RAK City Express,9.57,Monday,14.3,Medium,Foggy,None,25.9,14.7,Late
Al Hamra Link,5.66,Tuesday,18.3,High,Dusty,None,24.4,13.5,Late
RAK City Express,10.12,Saturday,13.5,Medium,Cloudy,None,37.3,8.1,Late
Campus Loop,0.61,Tuesday,21.2,Low,Rainy,None,34.2,14.0,Late
RAK City Express,5.45,Tuesday,11.2,Medium,Cloudy,Career Fair,35.7,9.7,Late
Grove Village Route,2.89,Sunday,10.5,Medium,Clear,University Exam,24.3,12.5,Late
Al Hamra Link,7.47,Thursday,20.3,Low,Rainy,None,29.5,10.0,Late
Grove Village Route,3.88,Wednesday,16.4,Low,Clear,None,34.3,4.7,On-Time
Grove Village Route,3.76,Tuesday,17.4,High,Clear,None,28.0,21.3,Late
Grove Village Route,4.92,Thursday,11.6,Low,Clear,None,36.5,4.8,On-Time
Campus Loop,1.75,Thursday,10.7,Medium,Clear,None,37.6,5.7,Late
RAK City Express,10.63,Friday,11.5,Medium,Cloudy,None,33.1,4.8,On-Time
RAK City Express,12.02,Wednesday,18.1,High,Clear,University Exam,37.9,18.5,Late
Grove Village Route,6.79,Monday,9.2,High,Cloudy,None,29.6,19.2,Late
Campus Loop,2.48,Saturday,21.0,Low,Clear,None,32.7,2.5,On-Time
Al Hamra Link,7.54,Saturday,18.1,High,Clear,None,34.6,20.4,Late
RAK City Express,12.79,Wednesday,8.3,High,Clear,None,28.1,11.5,Late
Al Hamra Link,4.27,Monday,19.4,Low,Clear,None,31.3,2.3,On-Time
RAK City Express,7.16,Monday,15.3,Low,Clear,None,37.1,4.2,On-Time
Grove Village Route,4.59,Wednesday,20.8,Low,Cloudy,None,40.9,3.8,On-Time
Al Hamra Link,5.58,Tuesday,11.2,Medium,Clear,None,35.7,5.0,On-Time
Grove Village Route,5.96,Saturday,21.6,Medium,Rainy,Sports Match,36.4,24.8,Late
RAK City Express,12.74,Tuesday,21.2,Low,Cloudy,None,36.8,6.8,Late
RAK City Express,8.37,Saturday,11.1,Medium,Dusty,None,35.6,11.0,Late
RAK City Express,11.75,Monday,10.2,Medium,Cloudy,University Exam,31.8,15.5,Late
Campus Loop,2.34,Saturday,15.8,Low,Clear,None,27.7,0.7,On-Time
Al Hamra Link,7.06,Saturday,12.3,Medium,Clear,None,29.2,3.9,On-Time
RAK City Express,5.15,Wednesday,9.7,High,Clear,None,28.4,12.9,Late
Grove Village Route,5.8,Saturday,19.8,Low,Cloudy,None,37.6,3.9,On-Time
Grove Village Route,2.74,Sunday,19.7,Medium,Clear,Career Fair,41.8,18.1,Late
Al Hamra Link,6.08,Tuesday,9.6,High,Dusty,None,37.9,21.3,Late
Al Hamra Link,6.03,Wednesday,13.9,Medium,Cloudy,None,24.3,6.7,Late
RAK City Express,12.19,Wednesday,7.4,Medium,Clear,Career Fair,28.0,13.5,Late
RAK City Express,7.49,Saturday,7.8,Low,Clear,University Exam,39.3,13.2,Late
Campus Loop,1.92,Saturday,15.0,Medium,Clear,Career Fair,40.6,14.1,Late
Campus Loop,2.35,Monday,15.5,Low,Dusty,None,41.5,4.5,On-Time
Al Hamra Link,8.24,Monday,20.5,Low,Clear,None,32.3,5.8,Late
Campus Loop,1.25,Thursday,19.4,Medium,Clear,None,38.2,3.8,On-Time
RAK City Express,14.73,Sunday,10.4,Medium,Clear,University Exam,30.8,13.6,Late
Grove Village Route,3.63,Friday,9.6,High,Dusty,None,32.5,12.8,Late
Grove Village Route,6.99,Wednesday,10.2,Medium,Clear,None,28.1,9.0,Late
Al Hamra Link,9.63,Sunday,13.3,High,Clear,Career Fair,30.7,14.6,Late
Campus Loop,3.48,Saturday,8.2,High,Clear,None,25.7,18.4,Late
Campus Loop,1.94,Tuesday,18.6,High,Foggy,None,40.7,18.8,Late
RAK City Express,14.15,Tuesday,7.3,Medium,Cloudy,None,36.7,7.3,Late
Al Hamra Link,8.51,Sunday,8.1,High,Clear,None,41.6,20.4,Late
Grove Village Route,4.5,Thursday,17.3,High,Clear,None,36.2,18.9,Late
Al Hamra Link,4.56,Monday,13.1,Medium,Cloudy,None,31.9,4.9,On-Time
Al Hamra Link,8.78,Monday,12.1,Medium,Dusty,None,24.0,12.9,Late
Grove Village Route,3.53,Sunday,19.8,Medium,Rainy,None,25.7,13.1,Late
Campus Loop,0.58,Saturday,13.3,Medium,Clear,None,32.8,4.7,On-Time
Campus Loop,2.5,Saturday,13.5,Medium,Clear,None,32.0,6.1,Late
Grove Village Route,2.34,Thursday,17.5,High,Clear,None,38.8,14.1,Late
RAK City Express,7.27,Thursday,10.0,Low,Rainy,None,28.0,9.4,Late
Campus Loop,1.7,Monday,9.6,High,Clear,None,35.9,19.6,Late
Campus Loop,2.19,Thursday,16.9,Medium,Clear,None,32.8,5.5,Late
Grove Village Route,4.32,Monday,8.9,High,Clear,None,35.5,15.7,Late
Al Hamra Link,8.49,Saturday,20.3,Medium,Clear,None,24.2,7.6,Late
Grove Village Route,5.57,Thursday,17.3,High,Clear,None,30.5,11.5,Late
Campus Loop,1.4,Friday,15.8,Medium,Rainy,None,27.2,11.2,Late
Grove Village Route,6.55,Tuesday,17.1,Medium,Clear,None,29.4,7.6,Late
Grove Village Route,4.82,Thursday,9.1,High,Cloudy,None,37.0,12.3,Late
RAK City Express,14.68,Friday,14.3,Low,Clear,None,34.3,6.0,Late
RAK City Express,6.42,Friday,15.6,Medium,Clear,University Exam,27.4,11.7,Late
Grove Village Route,6.05,Tuesday,7.2,Medium,Clear,None,31.2,6.7,Late
Grove Village Route,4.95,Friday,21.4,Low,Clear,None,36.7,3.7,On-Time
Grove Village Route,6.2,Thursday,12.0,Medium,Cloudy,None,25.7,7.4,Late
Al Hamra Link,6.77,Monday,11.6,Medium,Cloudy,None,24.4,7.5,Late
Grove Village Route,6.93,Saturday,19.5,Medium,Clear,None,27.7,6.6,Late
Grove Village Route,6.96,Saturday,10.3,Low,Dusty,Career Fair,28.8,19.0,Late
Al Hamra Link,7.59,Saturday,10.6,Low,Clear,None,31.6,3.9,On-Time
RAK City Express,7.07,Thursday,7.9,Medium,Clear,None,37.8,4.6,On-Time
Campus Loop,3.66,Sunday,12.2,High,Cloudy,None,29.0,12.0,Late
Al Hamra Link,8.57,Monday,11.6,Low,Dusty,None,30.0,7.3,Late
Campus Loop,1.3,Tuesday,11.4,Medium,Clear,None,28.5,5.0,On-Time
RAK City Express,8.56,Friday,8.5,High,Clear,None,27.3,16.6,Late
Grove Village Route,4.49,Sunday,11.5,Medium,Cloudy,None,27.0,7.7,Late
Campus Loop,3.38,Saturday,15.4,Medium,Clear,None,33.8,7.0,Late
Al Hamra Link,8.21,Wednesday,18.4,High,Clear,None,40.8,11.4,Late
Al Hamra Link,6.54,Friday,14.1,Medium,Clear,None,34.1,4.8,On-Time
Grove Village Route,5.55,Friday,13.9,Medium,Cloudy,None,26.1,6.7,Late
RAK City Express,10.61,Friday,15.8,Medium,Foggy,None,37.1,17.5,Late
Grove Village Route,3.62,Saturday,16.2,Medium,Clear,None,30.1,3.7,On-Time
Grove Village Route,4.46,Thursday,8.3,High,Clear,University Exam,34.4,22.8,Late
Campus Loop,0.63,Wednesday,20.6,Low,Clear,None,33.4,2.4,On-Time
Al Hamra Link,8.05,Thursday,20.6,Low,Cloudy,None,35.2,5.5,Late
Grove Village Route,4.85,Tuesday,13.3,Medium,Clear,None,34.8,8.7,Late
Al Hamra Link,9.38,Friday,17.2,High,Cloudy,None,30.9,13.7,Late
Grove Village Route,3.09,Friday,13.5,Medium,Rainy,None,26.8,16.4,Late
Al Hamra Link,8.38,Saturday,16.9,Medium,Clear,None,28.4,9.9,Late
Al Hamra Link,4.9,Friday,16.4,Medium,Clear,Sports Match,29.4,11.2,Late
Al Hamra Link,9.54,Monday,20.5,Low,Cloudy,None,32.1,4.5,On-Time
Grove Village Route,4.4,Friday,12.9,High,Dusty,None,36.8,22.6,Late
Grove Village Route,2.52,Tuesday,14.0,Medium,Clear,None,24.4,6.2,Late
Campus Loop,3.87,Thursday,18.0,High,Clear,University Exam,38.9,22.1,Late
Grove Village Route,6.44,Saturday,21.1,Low,Clear,University Exam,30.0,13.7,Late
Grove Village Route,6.62,Thursday,20.1,Medium,Clear,Career Fair,38.9,11.0,Late
Grove Village Route,2.63,Sunday,8.9,Medium,Clear,None,40.0,8.1,Late
Campus Loop,0.68,Thursday,15.2,Medium,Cloudy,None,28.4,3.8,On-Time
RAK City Express,5.97,Friday,10.7,Medium,Clear,None,40.9,5.9,Late
Campus Loop,2.04,Wednesday,19.3,Low,Clear,None,37.2,4.3,On-Time
RAK City Express,14.5,Wednesday,17.3,High,Cloudy,None,28.3,18.4,Late
Al Hamra Link,8.09,Sunday,19.9,Medium,Clear,None,27.1,8.8,Late
Grove Village Route,5.98,Friday,17.1,Medium,Clear,None,38.3,7.1,Late
Al Hamra Link,5.27,Wednesday,8.1,High,Clear,None,25.7,20.0,Late
RAK City Express,9.08,Friday,21.7,Low,Clear,None,24.0,4.6,On-Time
RAK City Express,10.1,Saturday,9.0,High,Dusty,None,24.5,20.3,Late
Al Hamra Link,4.21,Monday,19.8,Low,Cloudy,None,26.8,3.8,On-Time
RAK City Express,7.73,Friday,8.3,High,Clear,None,24.2,16.0,Late
Al Hamra Link,9.71,Tuesday,19.2,Medium,Foggy,None,25.3,15.9,Late
Campus Loop,2.86,Thursday,20.6,Low,Clear,None,30.2,4.5,On-Time
Campus Loop,3.23,Thursday,14.9,Medium,Clear,None,30.2,5.3,Late
Grove Village Route,5.62,Wednesday,21.4,Low,Clear,Career Fair,35.6,10.7,Late
Al Hamra Link,5.56,Tuesday,15.8,Medium,Clear,University Exam,36.6,18.9,Late
Campus Loop,1.8,Thursday,14.6,Medium,Clear,None,34.8,2.4,On-Time
Campus Loop,3.69,Thursday,20.6,Medium,Clear,None,41.9,8.0,Late
Al Hamra Link,5.74,Thursday,11.4,Medium,Clear,None,40.0,4.4,On-Time
Al Hamra Link,4.91,Friday,9.7,High,Clear,None,27.9,20.1,Late
RAK City Express,6.77,Saturday,14.7,Low,Clear,None,41.6,2.4,On-Time
Al Hamra Link,8.38,Thursday,7.8,Medium,Dusty,Career Fair,27.3,15.9,Late
Grove Village Route,4.08,Tuesday,13.3,Medium,Clear,None,39.8,6.7,Late
Grove Village Route,4.34,Tuesday,10.3,Medium,Clear,None,26.1,4.8,On-Time
Al Hamra Link,4.37,Monday,9.9,High,Cloudy,None,32.3,11.3,Late
Grove Village Route,4.52,Monday,13.6,Medium,Dusty,None,38.6,13.3,Late
Al Hamra Link,6.97,Monday,12.7,High,Clear,None,36.0,15.3,Late
Campus Loop,2.17,Saturday,8.5,High,Clear,None,30.2,20.4,Late
Al Hamra Link,4.11,Sunday,12.9,Low,Foggy,None,41.6,11.0,Late
Campus Loop,0.86,Wednesday,18.1,Medium,Clear,None,26.1,9.9,Late
Grove Village Route,2.22,Saturday,15.3,Medium,Clear,None,34.8,6.1,Late
